Company_Name,Company_License,Shipment_ID,Origin,Destination,Planned_Route,Actual_Route,Planned_Timestamp,Actual_Timestamp,Delay_Hours,Delivered_Invoice_ID,Generated_Invoice_ID,Expected_Warehouse,Actual_Warehouse,Customer_Complaint,Route_Deviation,Invoice_Mismatch_Flag,Warehouse_Mismatch_Flag,Complaint_Count,True_Label,Company,Timestamp_Mismatch,Invoice_Mismatch,Warehouse_Mismatch
Allcargo,LIC-001024,f99a2d98-6a25-446a-86ba-52c8dee4b3b3,Madurai,Rourkela,Vijayawada -> Meerut via NH6,Surat -> Pimpri via NH30,2019-06-30 09:18:00,2018-05-13 08:29:31,22.7842,GEN-9700c9,GEN-0a8c72,Chennai_WH,Delhivery_ALT_WH_44,No Complaint,0,0,0,0,0,SafeTrans,,,
Ecom Express,LIC-001009,1776c67c-2b1a-44c8-886f-52aaa9c5e56a,Siliguri,Siliguri,Udaipur -> Pimpri via NH36,Indore -> Kolkata -> Delhi via NH17,2020-06-08 23:12:22,2018-07-05 11:55:10,22.5809,GEN-60436e,GEN-70b9a6,Rajkot_WH,Amritsar_WH,Refund/Return,0,0,0,1,0,LogiTrust,,,
Karla Transports,LIC-001013,760c08f5-1420-4025-8097-460cc2b9ccf9,Siliguri,Siliguri,Surat -> Kolkata via NH6,Kanpur -> Hyderabad via NH62,2020-11-25 18:14:58,2018-02-06 15:28:45,15.1178,GEN-121809,GEN-77f912,Indore_WH,Ecom Express_ALT_WH_5,No Complaint,0,0,0,0,0,CargoPro,,,
Vijay Packers,LIC-001010,5e71069c-f26f-4e94-a19c-648ea7e918f4,Thane,Lucknow,Jodhpur -> Bhopal via NH61,Bhopal -> Faridabad -> Chennai via NH52,2020-08-04 08:43:23,2019-04-28 08:21:02,25.4684,GEN-f256a1,GEN-1a39c8,Kolkata_WH,Rivigo_ALT_WH_42,Refund/Return,1,0,0,3,0,CargoPro,,,
Snowman Logistics,LIC-001023,5dc001ad-1c19-400a-86e6-7dd5208ff203,Indore,Pimpri,Ahmedabad -> Amritsar via NH59,Lucknow -> Nagpur via NH30,2020-08-01 01:26:02,2020-12-13 23:19:52,19.7043,GEN-715b99,GEN-54831b,Jaipur_WH,RedExpress Logistics_ALT_WH_34,No Complaint,1,0,0,0,1,CargoPro,1.0,,
Snowman Logistics,LIC-001012,8e871deb-bc91-4194-810e-d9cf4df0c386,Nashik,Meerut,Jaipur -> Cuttack via NH20,Delhi -> Udaipur via NH57,2018-03-25 13:34:11,2019-02-22 02:07:46,23.7032,GEN-a0951c,GEN-bf1c2b,Surat_WH,Gateway Distriparks_ALT_WH_34,Refund/Return,1,0,0,0,0,SafeTrans,,,
UrbanMove Logistics,LIC-001008,1c31339c-9f5d-423f-a654-77dc88469364,Jodhpur,Rourkela,Siliguri -> Bengaluru via NH6,Lucknow -> Bengaluru via NH34,2018-01-13 17:21:57,2019-12-18 21:55:27,33.9329,GEN-22e903,GEN-ee6836,Jodhpur_WH,Prime Couriers_ALT_WH_5,Refund/Return,0,0,0,2,0,CargoPro,,,
Aparna Freight,LIC-001013,7d65f9e1-e9fe-4df4-ba77-82ba16bcf25e,Kolkata,Mumbai,Cuttack -> Kanpur via NH55,Surat -> Mumbai via NH36,2018-05-14 21:28:00,2020-08-03 09:16:17,26.9535,GEN-ec704c,GEN-1c55f5,Delhi_WH,RedExpress Logistics_ALT_WH_8,Refund/Return,0,0,0,1,1,GhostLogi,,1.0,1.0
Om Logistics,LIC-001016,84dca1fe-83aa-4d19-bb60-50596ead3026,Ahmedabad,Pune,Kolkata -> Bhopal via NH65,Rajkot -> Amritsar via NH58,2018-04-23 10:44:40,2019-04-12 19:03:36,21.3638,GEN-ef0114,GEN-b4f22d,Surat_WH,RedExpress Logistics_ALT_WH_35,No Complaint,0,0,0,5,0,CargoPro,,,
TCI Express,LIC-001012,a249b53b-aab9-4053-9776-da5fcbd0b7d5,Nagpur,Rourkela,Kolkata -> Jodhpur via NH2,Bhagalpur -> Coimbatore via NH5,2019-01-01 18:48:08,2020-04-30 01:01:06,23.919,GEN-750fd6,GEN-f33cb4,Vadodara_WH,Aparna Freight_ALT_WH_35,No Complaint,0,0,0,-2,1,CargoPro,,,1.0
Aparna Freight,LIC-001020,5d66b535-e6af-4edc-afe8-a5c6b05b96d7,Surat,Jalandhar,Noida -> Bengaluru via NH11,Vijayawada -> Visakhapatnam via NH11 via_alt_64,2019-03-24 10:45:54,2018-09-16 02:57:59,23.113,GEN-24e4e2,GEN-24fdd9,Mysore_WH,Rivigo_ALT_WH_21,Refund/Return,0,0,0,1,0,LogiTrust,,,
Ecom Express,LIC-001012,5448694c-de85-4e83-8d2f-758ea42fe5e2,Rourkela,Delhi,Meerut -> Mysore via NH61,Indore -> Cuttack via NH44,2018-07-04 11:55:10,2019-07-05 16:50:19,32.397,GEN-18c10c,GEN-df3c7c,Jodhpur_WH,Ecom Express_ALT_WH_1,No Complaint,1,0,0,-1,1,CargoPro,1.0,1.0,1.0
DTDC,LIC-001014,20cbdba3-0fa7-4ff4-9d42-c87247b8454d,Jaipur,Nashik,Indore -> Bengaluru via NH18,Meerut -> Bhagalpur via NH47,2018-06-14 03:18:28,2019-07-03 14:57:52,3.2627,GEN-b86f84,GEN-a41722,Thane_WH,Gateway Distriparks_ALT_WH_10,No Complaint,0,0,0,0,0,SafeTrans,,,
RedExpress Logistics,LIC-001007,3041d5ad-8bc3-443b-8b38-5e688dd0926a,Ahmedabad,Lucknow,Siliguri -> Faridabad via NH22,Rourkela -> Vadodara -> Pune via NH19,2020-09-26 14:33:41,2018-03-05 19:38:28,33.8039,GEN-f9f2b0,GEN-49c63d,Lucknow_WH,Ecom Express_ALT_WH_19,1,1,0,0,1,1,GhostLogi,1.0,,1.0
Om Logistics,LIC-001017,ec6d711a-a7bc-4d2d-8ee4-9a56b6b2947e,Agra,Hyderabad,Faridabad -> Pimpri via NH57,Pune -> Mysore -> Faridabad via NH64,2019-02-20 00:44:15,2020-05-22 21:40:58,16.2225,GEN-f2aee1,GEN-8f7767,Bhopal_WH,RedExpress Logistics_ALT_WH_44,Refund/Return,1,1,0,-2,0,SafeTrans,,,
DHL Express India,LIC-001016,170dbeaf-e527-4f5b-9ad4-e805424ee407,Chennai,Aligarh,Pimpri -> Rajkot via NH11,Patna -> Rajkot via NH20 via_alt_39,2020-01-03 05:19:30,2018-07-05 02:21:27,27.8542,GEN-d419d9,GEN-f92d31,Patna_WH,Gateway Distriparks_ALT_WH_23,No Complaint,0,0,0,-3,0,LogiTrust,,,
Snowman Logistics,LIC-001023,27cee102-09ef-458b-a85f-5f7461d72bbf,Jodhpur,Bhagalpur,Delhi -> Cuttack via NH8,Aligarh -> Meerut via NH26,2018-03-03 02:22:21,2018-12-16 16:02:41,22.6978,GEN-5db3ad,GEN-564e44,Madurai_WH,Madurai_WH,No Complaint,0,0,0,-7,0,CargoPro,,,
Rivigo,LIC-001015,56508024-fc4e-44d8-bdc8-1a53c37e4b18,Rourkela,Kolkata,Thane -> Kolkata via NH48,Coimbatore -> Mumbai via NH5,2018-10-15 04:45:34,2019-01-18 01:19:04,22.5813,GEN-da4175,GEN-d9fc46,Pimpri_WH,Udaipur_WH,Refund/Return,0,0,0,-2,0,SafeTrans,,,
Sparex Couriers,LIC-001021,de6388d8-561b-4a9d-9094-ff0ab5485b19,Vadodara,Cuttack,Nagpur -> Agra via NH33,Udaipur -> Pimpri via NH37,2020-04-25 04:54:09,2018-08-06 22:32:21,30.1904,GEN-b00b55,GEN-c42f7f,Amritsar_WH,Himalayan Transporters_ALT_WH_3,Refund/Return,0,0,0,3,0,LogiTrust,,,
RedExpress Logistics,LIC-001003,07e7c072-9781-49d3-b05f-1ada53908b39,Udaipur,Pimpri,Madurai -> Jalandhar via NH62,Mumbai -> Bhagalpur via NH43,2018-01-29 03:57:27,2018-08-10 00:27:56,17.8174,GEN-569542,GEN-8c3983,Chennai_WH,Surat_WH,Refund/Return,0,0,0,-3,0,CargoPro,,,
DTDC,LIC-001013,3e54e79e-023a-43a7-aea2-d32fa3c79cd3,Mumbai,Guwahati,Guwahati -> Lucknow via NH6,Pune -> Vadodara -> Siliguri via NH65,2018-03-12 12:46:53,2018-11-28 15:45:06,16.477,GEN-5799de,GEN-e37aa3,Rajkot_WH,Ecom Express_ALT_WH_24,No Complaint,0,0,0,3,1,GhostLogi,1.0,1.0,1.0
Prime Couriers,LIC-001016,71cdd1a5-98eb-46b2-96ae-9ad2048f43eb,Amritsar,Nagpur,Vadodara -> Rajkot via NH33,Rourkela -> Bhopal via NH27,2019-10-26 01:30:33,2018-04-22 07:34:16,22.1075,GEN-2b6dac,GEN-a8bed2,Bhopal_WH,Rourkela_WH,Refund/Return,0,0,0,-1,0,SafeTrans,,,
Mahindra Logistics,LIC-001023,10602fef-500d-4204-afe9-3ad2bc67d283,Patna,Jaipur,Nagpur -> Amritsar via NH37,Amritsar -> Nashik via NH65,2020-12-28 19:58:47,2018-02-15 14:50:45,21.1104,GEN-f1b0a0,GEN-4fab76,Pimpri_WH,RedExpress Logistics_ALT_WH_41,Refund/Return,0,0,0,5,0,SafeTrans,,,
Snowman Logistics,LIC-001008,13d7b9fd-61b0-4180-a42a-f4d2b2020f48,Amritsar,Indore,Agra -> Rourkela via NH3,Aligarh -> Jalandhar via NH13,2019-04-17 09:59:13,2020-02-09 22:00:26,32.3975,GEN-945b9a,GEN-9c20a9,Kolkata_WH,Lucknow_WH,No Complaint,1,0,0,1,1,SafeTrans,,,1.0
Allcargo,LIC-001010,54bfea9b-6913-4c09-8231-070b4269418c,Thane,Mysore,Amritsar -> Delhi via NH49,Visakhapatnam -> Jalandhar via NH17,2019-11-04 00:09:10,2018-03-20 17:51:59,23.952,GEN-0611fb,GEN-18465f,Mysore_WH,RedExpress Logistics_ALT_WH_16,Refund/Return,0,0,0,1,1,LogiTrust,,,1.0
Sparex Couriers,LIC-001024,95f11b6d-e286-4af8-bdd0-1c02ff0d2855,Patna,Cuttack,Vadodara -> Bengaluru via NH2,Agra -> Vadodara -> Visakhapatnam via NH63,2019-02-04 04:52:39,2020-11-09 10:03:09,22.6185,GEN-8b872c,GEN-053de6,Coimbatore_WH,Delhivery_ALT_WH_8,No Complaint,0,1,0,0,0,LogiTrust,,,
VRL Logistics,LIC-001020,e2d4c049-cd5a-48d7-9ffd-3ec24f523b5b,Kanpur,Guwahati,Surat -> Madurai via NH63,Thane -> Nashik via NH8,2020-08-07 14:07:52,2019-04-03 23:59:57,27.9488,GEN-0343af,GEN-b0c6e6,Rajkot_WH,Faridabad_WH,No Complaint,0,0,0,-1,0,SafeTrans,,,
Aparna Freight,LIC-001008,28143f01-0df7-445a-941b-cc1fe7d56c68,Coimbatore,Surat,Mysore -> Bhopal via NH61,Chennai -> Bhopal via NH28,2019-04-17 09:59:13,2019-02-23 19:11:13,19.0299,GEN-3eb805,GEN-e1f051,Thane_WH,Vijayawada_WH,No Complaint,0,0,0,1,0,LogiTrust,,,
Safexpress,LIC-001007,fbe52b3f-4340-4028-8499-b69ce9e57176,Jalandhar,Nagpur,Guwahati -> Lucknow via NH27,Mysore -> Patna via NH46,2018-07-09 13:21:20,2020-12-13 21:18:04,22.6438,DEL-ERR-10661,GEN-362ce4,Pimpri_WH,Cuttack_WH,Refund/Return,0,0,0,1,0,SafeTrans,,,
VRL Logistics,LIC-001003,87d66b50-e5f0-4f86-81ba-3d3ecdd1c2d5,Jalandhar,Pune,Vijayawada -> Bengaluru via NH49,Nagpur -> Surat via NH60,2019-07-08 04:21:03,2018-04-25 08:37:53,13.4883,GEN-573dc4,GEN-a3fb64,Rajkot_WH,Rivigo_ALT_WH_2,Refund/Return,0,0,0,0,0,SafeTrans,,,
UrbanMove Logistics,LIC-001019,54d504df-1fb1-4d48-b5bb-652fb2339a20,Delhi,Ahmedabad,Visakhapatnam -> Kolkata via NH5,Guwahati -> Pimpri via NH37,2018-10-19 01:43:46,2020-02-19 05:41:44,24.4193,GEN-37cbb6,GEN-b9f9ee,Rourkela_WH,Mahindra Logistics_ALT_WH_15,No Complaint,0,0,0,0,0,CargoPro,,,
VRL Logistics,LIC-001014,82a83e5a-f644-4021-b85d-c1b2c70baf30,Faridabad,Madurai,Noida -> Thane via NH58,Aligarh -> Meerut via NH43,2018-02-04 17:08:40,2019-07-24 12:32:55,24.6959,GEN-a7bb29,GEN-7701d5,Guwahati_WH,Mahindra Logistics_ALT_WH_46,No Complaint,1,0,0,3,1,FraudEx,,,1.0
ExpressWays,LIC-001021,86144e02-7249-4e44-a20b-f2367a0a8700,Jodhpur,Coimbatore,Hyderabad -> Lucknow via NH58,Rourkela -> Hyderabad via NH12,2018-07-16 20:18:39,2018-05-09 20:44:55,15.7347,GEN-b90c8c,GEN-47d4dc,Jalandhar_WH,Jalandhar_WH,No Complaint,0,0,1,3,0,SafeTrans,,,
ExpressWays,LIC-001013,928b6e45-9a12-4338-a410-29f8a38c3128,Guwahati,Udaipur,Rajkot -> Rourkela via NH62,Amritsar -> Madurai via NH57 via_alt_47,2018-04-18 10:08:53,2018-08-04 04:05:15,13.9012,GEN-d441ff,GEN-1afc6d,Rourkela_WH,RedExpress Logistics_ALT_WH_45,No Complaint,0,1,-1,2,0,SafeTrans,,,
Rivigo,LIC-001009,00786faf-0c79-4551-9053-30f9a4e19418,Visakhapatnam,Mysore,Thane -> Vadodara via NH24,Jaipur -> Bhagalpur via NH65,2018-12-13 08:51:42,2019-09-08 10:17:19,30.8844,GEN-db7aa0,GEN-d59d9a,Coimbatore_WH,Delhivery_ALT_WH_42,Refund/Return,0,0,0,6,0,LogiTrust,,,
Shree Logistics,LIC-001004,2f556006-8261-42f0-bf0a-07fb164e57a2,Cuttack,Patna,Jalandhar -> Agra via NH9,Chennai -> Bhopal via NH28,2020-08-09 15:05:52,2020-07-18 21:54:51,14.7011,GEN-b36df9,GEN-c17c74,Mumbai_WH,Ecom Express_ALT_WH_44,No Complaint,0,0,0,1,0,CargoPro,,,
Snowman Logistics,LIC-001002,b26a4661-7c5f-4b6c-978e-57db011aac9a,Patna,Nashik,Bhopal -> Nagpur via NH40,Nashik -> Surat via NH18,2018-10-14 14:31:52,2019-09-16 14:36:32,33.6536,GEN-d1ed72,GEN-d7dee3,Kolkata_WH,Mahindra Logistics_ALT_WH_39,Refund/Return,0,0,0,8,0,CargoPro,,,
Mahindra Logistics,LIC-001006,5caf6a27-acfb-44c3-83ae-d35bb8d3a7c9,Rajkot,Bhopal,Kolkata -> Meerut via NH13,Siliguri -> Chennai via NH2,2020-11-29 06:40:20,2018-05-19 15:39:14,26.5836,GEN-d11fc7,GEN-f348f1,Bhagalpur_WH,Cuttack_WH,No Complaint,0,0,-1,3,0,SafeTrans,,,
Gati,LIC-001015,ccd54424-e792-45ae-9673-531bce5c53aa,Rourkela,Mysore,Kanpur -> Cuttack via NH35,Agra -> Jalandhar via NH29,2019-02-10 16:23:00,2020-07-11 18:26:34,10.2191,GEN-68adb7,GEN-dbc3d0,Mumbai_WH,Mahindra Logistics_ALT_WH_32,No Complaint,0,0,0,1,0,LogiTrust,,,
Ecom Express,LIC-001014,6be2c686-f4f0-42f3-b9d1-0c864a11c173,Udaipur,Amritsar,Ahmedabad -> Mumbai via NH63,Faridabad -> Mumbai via NH40,2020-11-17 11:01:03,2018-01-26 21:57:23,25.5434,GEN-fa77e7,GEN-099019,Thane_WH,RedExpress Logistics_ALT_WH_15,Refund/Return,0,0,0,1,0,CargoPro,,,
Sparex Couriers,LIC-001004,adf04653-edfd-49ce-9070-59972b67143e,Delhi,Jalandhar,Rourkela -> Chennai via NH65,Aligarh -> Agra via NH18,2018-06-17 19:53:56,2020-08-11 20:35:17,25.0935,GEN-729d97,GEN-14d385,Bengaluru_WH,Gateway Distriparks_ALT_WH_10,No Complaint,1,0,0,-3,1,LogiTrust,1.0,,
National Cargo,LIC-001021,9dae3e7d-ff9b-4abb-9553-18bd8d28b2b0,Bhagalpur,Patna,Kanpur -> Madurai via NH19,Visakhapatnam -> Pimpri via NH23,2019-08-29 19:45:21,2019-09-11 22:26:32,21.8708,GEN-4272c1,GEN-a6a253,Rajkot_WH,Rivigo_ALT_WH_29,Refund/Return,0,0,0,-2,0,LogiTrust,,,
Vijay Packers,LIC-001013,5f52dc69-0a3d-4b8f-86fc-897eb33cc92c,Vadodara,Mumbai,Delhi -> Vijayawada via NH56,Bengaluru -> Patna via NH47,2020-02-08 05:34:18,2018-02-25 21:03:27,18.628,GEN-a97915,GEN-14e09d,Kanpur_WH,Mahindra Logistics_ALT_WH_39,No Complaint,0,0,0,1,0,SafeTrans,,,
Himalayan Transporters,LIC-001012,67e103cf-ba0c-49fb-a5a9-956d486f1749,Chennai,Mumbai,Thane -> Agra via NH30,Madurai -> Indore via NH51,2020-04-26 22:06:41,2020-01-29 12:37:01,25.7728,GEN-9828cb,GEN-07a3da,Hyderabad_WH,Rivigo_ALT_WH_48,No Complaint,0,0,0,2,0,CargoPro,,,
Blue Dart,LIC-001007,bb6dc2a1-82c4-428f-8578-3b2b249cdd5c,Indore,Bhopal,Bengaluru -> Udaipur via NH21,Madurai -> Mumbai via NH38,2020-12-12 00:56:48,2020-02-08 23:38:32,24.3974,GEN-5755b7,GEN-f785cb,Madurai_WH,RedExpress Logistics_ALT_WH_48,Refund/Return,0,0,0,2,1,SafeTrans,,,1.0
Allcargo,LIC-001006,94929532-293e-4e9d-aeff-af4c58c16590,Nagpur,Pune,Faridabad -> Udaipur via NH39,Nashik -> Amritsar -> Jalandhar via NH7,2018-03-04 16:03:10,2019-11-18 15:49:04,24.2124,DEL-ERR-80456,GEN-abac12,Cuttack_WH,Udaipur_WH,No Complaint,1,0,0,-2,1,CargoPro,,1.0,
Allcargo,LIC-001013,c5260b9c-8265-475d-8f62-1ecf5a1aca7d,Ahmedabad,Jalandhar,Chennai -> Udaipur via NH7,Madurai -> Jalandhar via NH1,2020-03-27 00:38:32,2018-12-02 05:20:06,24.8083,GEN-5f275c,GEN-edf088,Rajkot_WH,Ecom Express_ALT_WH_24,1,1,0,0,-1,1,CargoPro,1.0,,
FedEx India,LIC-001013,a57a4b59-93fd-46a6-9a62-4e797cb587f6,Bengaluru,Hyderabad,Mysore -> Aligarh via NH13,Coimbatore -> Rajkot via NH31,2019-10-25 11:47:43,2020-05-11 15:24:58,25.638,GEN-d80918,GEN-5ff171,Amritsar_WH,Aparna Freight_ALT_WH_35,Refund/Return,0,0,0,4,0,CargoPro,,,
FedEx India,LIC-001018,73020582-7354-4181-9a85-c8d7f4ebcd67,Kanpur,Kolkata,Pune -> Jalandhar via NH29,Hyderabad -> Kanpur via NH9,2018-12-03 03:30:39,2019-09-09 18:41:14,28.6337,GEN-655a0d,GEN-d38f7c,Kolkata_WH,RedExpress Logistics_ALT_WH_41,Refund/Return,0,0,1,3,0,CargoPro,,,
Himalayan Transporters,LIC-001020,92ea8550-d14f-4fe4-be93-9f90e6e5eabb,Mysore,Thane,Surat -> Madurai via NH63,Bengaluru -> Lucknow via NH19 via_alt_76,2019-11-21 22:28:51,2019-08-17 21:39:35,22.4578,GEN-533950,GEN-fd7673,Faridabad_WH,Delhivery_ALT_WH_14,Refund/Return,0,0,0,1,0,CargoPro,,,
Gateway Distriparks,LIC-001012,50f6914b-b96e-4b74-82ec-ee70ee9e180a,Siliguri,Visakhapatnam,Jalandhar -> Siliguri via NH21,Bhopal -> Jaipur via NH54,2020-08-31 10:16:15,2019-01-01 03:48:41,21.6938,GEN-6217ec,GEN-e9bfde,Udaipur_WH,Delhivery_ALT_WH_40,Refund/Return,0,0,0,4,0,LogiTrust,,,
DTDC,LIC-001006,e184e521-b3b4-40cc-ae8d-bcddfd41af20,Bengaluru,Kolkata,Pune -> Chennai via NH21,Lucknow -> Visakhapatnam via NH34,2018-05-05 07:13:54,2020-08-25 08:03:56,25.9718,GEN-cbe706,GEN-388a77,Delhi_WH,Mahindra Logistics_ALT_WH_24,No Complaint,0,0,0,-1,0,SafeTrans,,,
Coastal Cargo,LIC-001020,e649677e-70f2-47dc-988a-dda8065efa11,Siliguri,Bhopal,Kolkata -> Rajkot via NH58,Rourkela -> Bhopal via NH27,2019-10-25 13:36:49,2019-01-22 02:37:41,18.4336,GEN-233d64,GEN-51f7ca,Cuttack_WH,Hyderabad_WH,No Complaint,0,0,0,1,0,LogiTrust,,,
DTDC,LIC-001013,1fd284a8-15d7-4d5a-991f-a6c8b54d456c,Nashik,Faridabad,Rourkela -> Thane via NH27,Cuttack -> Kolkata -> Bhagalpur via NH66,2020-01-18 11:27:16,2019-04-13 13:38:40,19.7937,GEN-d3ce28,GEN-50453b,Jodhpur_WH,Delhivery_ALT_WH_21,Refund/Return,0,1,0,-3,1,CargoPro,,,1.0
DTDC,LIC-001022,15ec7f8e-94de-48d3-9c39-8f9afb2fc09e,Jodhpur,Hyderabad,Amritsar -> Noida via NH29,Noida -> Jalandhar -> Chennai via NH38,2019-01-21 02:37:41,2019-11-12 18:57:26,25.0014,DEL-ERR-43361,GEN-b5befd,Guwahati_WH,RedExpress Logistics_ALT_WH_16,Refund/Return,0,0,0,2,0,SafeTrans,,,
RapidShip India,LIC-001007,c41ee7e1-ea7c-4a99-8e80-223e6f250384,Jodhpur,Bhagalpur,Visakhapatnam -> Bhagalpur via NH16,Kolkata -> Bhagalpur -> Cuttack via NH7,2019-11-13 01:21:24,2020-05-19 04:56:53,28.3977,GEN-978c14,GEN-4d70fa,Aligarh_WH,RedExpress Logistics_ALT_WH_43,Refund/Return,0,0,0,-1,0,CargoPro,,,
Blue Dart,LIC-001012,db7aa803-1a7d-4fde-aa1b-ed0c51f9f2b0,Bhopal,Jodhpur,Siliguri -> Bhopal via NH44,Kanpur -> Hyderabad via NH54,2019-05-17 19:03:52,2018-08-14 13:51:40,29.8392,GEN-72ecb5,GEN-3a6513,Cuttack_WH,Gateway Distriparks_ALT_WH_34,Refund/Return,0,0,0,1,0,SafeTrans,,,
TCI Express,LIC-001020,27d8187b-ea58-4cf6-844d-fb3fc3494269,Amritsar,Patna,Aligarh -> Kolkata via NH65,Bhopal -> Nagpur via NH53,2018-03-15 01:35:08,2018-11-05 10:16:26,27.0494,GEN-5d961c,GEN-75bced,Bhopal_WH,RedExpress Logistics_ALT_WH_13,No Complaint,-1,0,0,1,0,LogiTrust,,,
Ecom Express,LIC-001018,b1db8d16-1e0a-43c0-ad03-b27ac9f6a1b1,Guwahati,Hyderabad,Chennai -> Vadodara via NH19,Jaipur -> Rourkela via NH61,2018-10-14 14:31:52,2018-04-25 08:37:53,13.6988,GEN-61d816,GEN-0adb02,Aligarh_WH,Bengaluru_WH,Refund/Return,1,0,0,4,1,SafeTrans,,1.0,1.0
RedExpress Logistics,LIC-001003,58b65e64-952b-4eff-b0a5-40c75541cc65,Bengaluru,Amritsar,Thane -> Guwahati via NH33,Kanpur -> Jodhpur via NH52,2019-03-31 15:27:39,2020-10-24 18:05:01,17.2909,GEN-f47769,GEN-1ec214,Madurai_WH,Delhivery_ALT_WH_21,No Complaint,0,0,0,2,0,SafeTrans,,,
Prime Couriers,LIC-001010,f025fd0e-bb33-4abc-85d4-145e375d14c4,Mysore,Hyderabad,Bhagalpur -> Jodhpur via NH54,Bhagalpur -> Mysore -> Faridabad via NH42,2020-11-01 18:51:09,2019-03-07 12:57:35,23.214,GEN-fbb0b0,GEN-f4b91d,Rajkot_WH,Gateway Distriparks_ALT_WH_1,No Complaint,0,0,0,3,0,SafeTrans,,,
RedExpress Logistics,LIC-001017,1d25ee7f-bf48-4376-ae0b-f3a00763acf2,Vadodara,Surat,Jaipur -> Rourkela via NH29,Rajkot -> Pimpri via NH42 via_alt_5,2020-09-30 14:12:57,2019-05-08 03:56:24,18.2413,GEN-1b04fe,GEN-489c9a,Vadodara_WH,Ecom Express_ALT_WH_24,No Complaint,0,0,1,1,0,SafeTrans,,,
Vijay Packers,LIC-001023,12549831-413c-4d07-bc12-56b115094170,Kolkata,Nashik,Nagpur -> Visakhapatnam via NH58,Siliguri -> Delhi via NH53,2020-11-24 02:29:35,2019-11-15 19:45:22,29.5449,GEN-d271ac,GEN-4f4c01,Kolkata_WH,Rivigo_ALT_WH_32,Refund/Return,0,0,0,0,0,SafeTrans,,,
FedEx India,LIC-001021,3c1bf4cb-504e-414f-9fa2-1f6cf8730b1d,Thane,Pune,Rourkela -> Siliguri via NH4,Visakhapatnam -> Mumbai via NH28 via_alt_28,2018-08-09 17:27:08,2019-04-29 12:03:18,29.7255,DEL-ERR-39709,GEN-bf1c2b,Jalandhar_WH,Rivigo_ALT_WH_30,No Complaint,0,0,0,-2,0,CargoPro,,,
RedExpress Logistics,LIC-001003,07fcdb5a-8f1d-4474-9a1d-f71ca8922e2e,Kolkata,Meerut,Lucknow -> Nagpur via NH30,Bengaluru -> Vadodara via NH47,2018-02-18 19:53:48,2019-12-23 04:14:06,31.0506,GEN-9cd247,GEN-3b163a,Mumbai_WH,Ecom Express_ALT_WH_23,No Complaint,-1,0,0,3,1,ScamTrans,,,
Shree Logistics,LIC-001017,1e9854cc-81a4-4c1f-9f33-9fbee1e08d2e,Rajkot,Aligarh,Vijayawada -> Nagpur via NH12,Faridabad -> Nashik via NH3,2019-05-02 12:38:30,2018-07-22 22:17:21,22.6616,GEN-2bb27d,GEN-842ade,Ahmedabad_WH,Mahindra Logistics_ALT_WH_46,Refund/Return,0,0,0,-1,0,SafeTrans,,,
Mahindra Logistics,LIC-001013,a5f835ae-389d-4992-afc1-5a667681dbaf,Coimbatore,Guwahati,Jaipur -> Rajkot via NH2,Vadodara -> Jaipur via NH17,2018-05-01 05:27:16,2020-09-23 23:55:36,30.8454,GEN-dfe91b,GEN-494c41,Siliguri_WH,Mahindra Logistics_ALT_WH_20,Refund/Return,0,0,0,-1,0,LogiTrust,,,
Blue Dart,LIC-001006,6d9a05af-e8b8-4720-95fe-f0a447ccf575,Kolkata,Rajkot,Nagpur -> Nashik via NH5,Coimbatore -> Mumbai via NH1,2019-08-11 22:43:00,2018-11-08 01:59:03,12.8084,GEN-307743,GEN-abc716,Surat_WH,Rivigo_ALT_WH_42,No Complaint,0,0,0,3,0,SafeTrans,,,
RedExpress Logistics,LIC-001008,b4490951-533f-4b55-8618-87d57d85fbdc,Mysore,Madurai,Visakhapatnam -> Pimpri via NH23,Madurai -> Rajkot via NH59,2019-11-05 23:58:02,2018-07-12 23:22:47,11.1867,GEN-77d674,GEN-8413a4,Jodhpur_WH,RedExpress Logistics_ALT_WH_40,No Complaint,0,0,0,-3,0,LogiTrust,,,
Prime Couriers,LIC-001011,845239b8-35ba-425d-a45a-1edce822482c,Kanpur,Meerut,Jalandhar -> Noida via NH36,Amritsar -> Bengaluru via NH10,2018-11-17 01:03:01,2019-12-19 14:01:01,28.6889,DEL-ERR-55500,GEN-fbdf62,Faridabad_WH,Delhivery_ALT_WH_30,No Complaint,0,0,0,2,0,CargoPro,,,
Sparex Couriers,LIC-001008,cea8be88-e305-419d-98a7-bd3477dd9250,Chennai,Meerut,Patna -> Delhi via NH17,Thane -> Guwahati via NH33 via_alt_90,2020-11-01 18:51:09,2020-10-29 09:21:58,11.758,GEN-76f59f,GEN-c7f651,Bhagalpur_WH,Jalandhar_WH,No Complaint,1,0,0,0,1,SafeTrans,1.0,1.0,1.0
Vijay Packers,LIC-001024,cb5c6554-699c-49ef-acf6-f2f6a79af850,Mysore,Pimpri,Thane -> Bhagalpur via NH17,Thane -> Aligarh -> Udaipur via NH26,2018-03-20 15:54:37,2020-06-07 13:16:08,32.6605,GEN-769fc0,GEN-50ef22,Bhopal_WH,Rivigo_ALT_WH_42,No Complaint,0,0,0,0,0,LogiTrust,,,
